file_name,image_id_a,image_id_b,n_batches_for_file,mask_area_a_px,mask_area_b_px,n_anns_a,n_anns_b,iou
20131016185334Ch.jpeg,010102-20131016185334Ch,010101-20131016185334Ch,3,30541,23261,8,10,0.42733591553032313
20151117172314Mh.jpeg,010102-20151117172314Mh,010101-20151117172314Mh,3,34817,16626,7,6,0.4282580931756344
20130517063134Lh.jpeg,010402-20130517063134Lh,010401-20130517063134Lh,3,10902,9932,10,7,0.42855183763027976
20180318020350Uh.jpeg,010101-20180318020350Uh,010102-20180318020350Uh,3,1738,2258,2,1,0.4291845493562232
20210817165030Mh.jpeg,010403-20210817165030Mh,010402-20210817165030Mh,3,3359,5937,2,4,0.43037390367748884
20150731082034Lh.jpeg,050101-20150731082034Lh,050103-20150731082034Lh,3,22500,15973,10,8,0.43240626977921737
20120110155754Bh.jpeg,050102-20120110155754Bh,050103-20120110155754Bh,3,61046,42961,6,5,0.43256384121649544
20130630070714Th.jpeg,050102-20130630070714Th,050101-20130630070714Th,3,7386,7197,5,5,0.43321867321867324
20180306081810Th.jpeg,010401-20180306081810Th,010403-20180306081810Th,3,4670,7436,4,3,0.4335109532267614
20150308081954Uh.jpeg,010401-20150308081954Uh,010402-20150308081954Uh,3,21058,25337,8,5,0.4343793476580615
20160213153054Bh.jpeg,010403-20160213153054Bh,010402-20160213153054Bh,3,22304,22521,4,8,0.4351347890119741
20111018063134Lh.jpeg,020401-20111018063134Lh,020403-20111018063134Lh,2,24963,14384,15,4,0.4355503666678828
20130303063154Uh.jpeg,010403-20130303063154Uh,010402-20130303063154Uh,3,2854,5684,1,2,0.43568185639818396
20120802090314Th.jpeg,010403-20120802090314Th,010401-20120802090314Th,3,28306,28618,9,17,0.4361329061230668
20110914063134Lh.jpeg,010103-20110914063134Lh,010101-20110914063134Lh,3,16798,17059,18,18,0.4366274875885772
20120913165314Mh.jpeg,010403-20120913165314Mh,010401-20120913165314Mh,3,3798,3024,3,4,0.43681550126368995
20110410141654Bh.jpeg,010401-20110410141654Bh,010402-20110410141654Bh,3,11944,23387,4,4,0.43692044899951193
20120729122634Ch.jpeg,010201-20120729122634Ch,010202-20120729122634Ch,3,30183,23978,10,8,0.43766092426937064
20141016022554Uh.jpeg,010202-20141016022554Uh,010203-20141016022554Uh,3,9394,14285,5,7,0.43822886297376096
20160526011254Uh.jpeg,010103-20160526011254Uh,010102-20160526011254Uh,3,26188,41439,10,8,0.43850506253722454
20110327143554Bh.jpeg,010101-20110327143554Bh,010102-20110327143554Bh,2,9000,11907,7,7,0.4392812887236679
20150626161514Mh.jpeg,010102-20150626161514Mh,010101-20150626161514Mh,2,13171,14269,3,6,0.43958868894601544
20131016185334Ch.jpeg,010101-20131016185334Ch,010103-20131016185334Ch,3,23261,13381,10,8,0.4411232596554708
20120603123034Ch.jpeg,010102-20120603123034Ch,010103-20120603123034Ch,3,12632,14895,6,5,0.44112873671535524
20141106195854Bh.jpeg,010402-20141106195854Bh,010403-20141106195854Bh,3,25216,20348,13,7,0.442400835733958
20141016022554Uh.jpeg,010201-20141016022554Uh,010203-20141016022554Uh,3,14143,14285,9,7,0.44253311006241436
20110203082634Lh.jpeg,010101-20110203082634Lh,010103-20110203082634Lh,3,4045,2349,5,2,0.44301512074023924
20110517164514Mh.jpeg,050103-20110517164514Mh,050101-20110517164514Mh,3,1570,3292,2,3,0.44358669833729214
20140604195854Bh.jpeg,010103-20140604195854Bh,010102-20140604195854Bh,3,5706,4289,5,2,0.44561758750361585
20170728150230Ch.jpeg,050102-20170728150230Ch,050103-20170728150230Ch,3,7070,6567,5,4,0.4464361476453118
20110429135554Bh.jpeg,050103-20110429135554Bh,050101-20110429135554Bh,3,26909,14987,8,5,0.4470848300635535
20110517164514Mh.jpeg,050102-20110517164514Mh,050101-20110517164514Mh,3,2006,3292,1,3,0.448332422088573
20170827165310Mh.jpeg,050101-20170827165310Mh,050102-20170827165310Mh,3,2733,3498,2,3,0.44839609483960946
20140406195854Bh.jpeg,010402-20140406195854Bh,010403-20140406195854Bh,3,30123,26622,12,12,0.4484633449050439
20141112195854Bh.jpeg,010401-20141112195854Bh,010402-20141112195854Bh,3,14476,26025,12,15,0.4486372415766507
20120715123434Ch.jpeg,050103-20120715123434Ch,050102-20120715123434Ch,3,9924,15649,9,8,0.4503743194192377
20110918112834Ch.jpeg,010101-20110918112834Ch,010102-20110918112834Ch,2,23355,18009,15,15,0.4506049447659127
20111229063154Uh.jpeg,010402-20111229063154Uh,010403-20111229063154Uh,3,7459,7754,9,7,0.4507915315658974
20171029150150Bh.jpeg,010401-20171029150150Bh,010403-20171029150150Bh,3,10153,11134,5,4,0.4508587786259542
20120131063154Uh.jpeg,010402-20120131063154Uh,010403-20120131063154Uh,3,5402,6443,2,3,0.4523050514958313
20160229151254Bh.jpeg,010402-20160229151254Bh,010403-20160229151254Bh,3,16769,12946,8,6,0.45234604105571846
20171123222130Lh.jpeg,050102-20171123222130Lh,050101-20171123222130Lh,3,36714,20854,4,7,0.45241699465132706
20141112195854Bh.jpeg,010403-20141112195854Bh,010402-20141112195854Bh,3,14420,26025,12,15,0.45287017745527697
20121129063154Uh.jpeg,010403-20121129063154Uh,010401-20121129063154Uh,3,4864,8241,3,3,0.45288248337028825
20160810234034Lh.jpeg,010402-20160810234034Lh,010403-20160810234034Lh,3,23570,15783,7,8,0.4530517298674445
20180825205030Ch.jpeg,010103-20180825205030Ch,010101-20180825205030Ch,3,5594,8924,2,3,0.4539809714571858
20120917142654Bh.jpeg,010201-20120917142654Bh,010203-20120917142654Bh,3,6311,12073,3,3,0.4544303797468354
20110215083814Th.jpeg,010401-20110215083814Th,010402-20110215083814Th,3,5790,11664,5,4,0.4545
20110923165814Mh.jpeg,010403-20110923165814Mh,010401-20110923165814Mh,3,6234,6597,5,7,0.4550918575640735
20130221063134Lh.jpeg,010403-20130221063134Lh,010401-20130221063134Lh,3,4679,3578,4,2,0.4554909219108056
20140216230134Lh.jpeg,010403-20140216230134Lh,010401-20140216230134Lh,3,18995,18686,9,16,0.4556517036235803
20121027165114Mh.jpeg,050101-20121027165114Mh,050102-20121027165114Mh,3,30191,33187,4,6,0.4571330037935395
20120715123434Ch.jpeg,050103-20120715123434Ch,050101-20120715123434Ch,3,9924,13173,9,8,0.457683811928053
20120610175114Mh.jpeg,010402-20120610175114Mh,010401-20120610175114Mh,3,21167,19367,18,10,0.45779536054666425
20150113105034Ch.jpeg,050103-20150113105034Ch,050102-20150113105034Ch,3,23054,41451,14,15,0.4584652256489102
20170728150230Ch.jpeg,050103-20170728150230Ch,050101-20170728150230Ch,3,6567,5533,4,5,0.45853423336547733
20180825205030Ch.jpeg,010101-20180825205030Ch,010102-20180825205030Ch,3,8924,14316,3,2,0.4590657960823707
20120131063154Uh.jpeg,010401-20120131063154Uh,010403-20120131063154Uh,3,5278,6443,2,3,0.45946955547254387
20140216230134Lh.jpeg,010403-20140216230134Lh,010402-20140216230134Lh,3,18995,26664,9,14,0.46043372569089047
20170502233130Lh.jpeg,010203-20170502233130Lh,010202-20170502233130Lh,3,1815,3121,1,2,0.46208530805687204
20131229112414Th.jpeg,050102-20131229112414Th,050103-20131229112414Th,3,13150,8729,8,10,0.46357615894039733
20131225065154Uh.jpeg,050101-20131225065154Uh,050102-20131225065154Uh,3,12050,12507,8,6,0.46407917486436534
20111027145954Bh.jpeg,010102-20111027145954Bh,010101-20111027145954Bh,3,20590,11687,5,4,0.4642743728167672
20150819082014Th.jpeg,010203-20150819082014Th,010202-20150819082014Th,3,1592,889,1,1,0.46458087367178275
20171101133730Ch.jpeg,010102-20171101133730Ch,010103-20171101133730Ch,3,2760,1851,1,2,0.4647395171537484
20170418013450Uh.jpeg,010102-20170418013450Uh,010103-20170418013450Uh,3,4854,2538,2,1,0.464922711058264
20210223222830Ch.jpeg,010401-20210223222830Ch,010403-20210223222830Ch,3,5057,6319,2,3,0.4652241112828439
20140205180154Bh.jpeg,010401-20140205180154Bh,010402-20140205180154Bh,3,17263,22888,13,17,0.4653114849822999
20130305112734Ch.jpeg,050103-20130305112734Ch,050102-20130305112734Ch,3,9983,9884,8,9,0.46684878913171884
20130319144654Bh.jpeg,010403-20130319144654Bh,010401-20130319144654Bh,3,7020,10665,4,6,0.46714783474365357
20120610175114Mh.jpeg,010402-20120610175114Mh,010403-20120610175114Mh,3,21167,21661,18,11,0.46806979055976417
20110306082634Lh.jpeg,010403-20110306082634Lh,010402-20110306082634Lh,3,10923,14208,6,7,0.46930542563143124
20201227202710Mh.jpeg,010402-20201227202710Mh,010403-20201227202710Mh,3,3333,2595,4,4,0.47023809523809523
20120603123034Ch.jpeg,010101-20120603123034Ch,010102-20120603123034Ch,3,10858,12632,5,6,0.47097501408979897
20110727063234Lh.jpeg,050103-20110727063234Lh,050101-20110727063234Lh,3,8683,6335,4,5,0.4711990595611285
20150112081954Uh.jpeg,010101-20150112081954Uh,010103-20150112081954Uh,3,33767,26650,16,8,0.4718263538697654
20150325015554Uh.jpeg,010401-20150325015554Uh,010402-20150325015554Uh,3,26161,44873,11,11,0.4725429631625863
20120814163114Mh.jpeg,020401-20120814163114Mh,020403-20120814163114Mh,2,5000,4232,3,4,0.4728781110402042
20140414195834Ch.jpeg,050103-20140414195834Ch,050102-20140414195834Ch,3,29301,33769,14,10,0.47304745889387145
20130305112734Ch.jpeg,050101-20130305112734Ch,050102-20130305112734Ch,3,10147,9884,7,9,0.47340934166973153
20140216230134Lh.jpeg,010402-20140216230134Lh,010401-20140216230134Lh,3,26664,18686,14,16,0.4736465847793592
20140406195854Bh.jpeg,010402-20140406195854Bh,010401-20140406195854Bh,3,30123,25854,12,16,0.47404871626069783
20180926014350Uh.jpeg,010303-20180926014350Uh,010302-20180926014350Uh,2,793,1072,1,1,0.4743083003952569
20160606163514Mh.jpeg,010101-20160606163514Mh,010102-20160606163514Mh,2,18039,20843,10,5,0.4744226612566835
20121113103634Ch.jpeg,010402-20121113103634Ch,010401-20121113103634Ch,3,11722,11184,8,10,0.4745719067851165
20120802090314Th.jpeg,010402-20120802090314Th,010403-20120802090314Th,3,39431,28306,17,9,0.47520526166779187
20130719140154Bh.jpeg,050102-20130719140154Bh,050101-20130719140154Bh,3,21755,23147,13,10,0.47582580115036976
20140513012554Uh.jpeg,010101-20140513012554Uh,010102-20140513012554Uh,2,21934,14737,16,12,0.47664492228396554
20140813064254Uh.jpeg,010101-20140813064254Uh,010102-20140813064254Uh,2,24932,19763,9,8,0.4772764832259131
20131007075314Th.jpeg,010403-20131007075314Th,010402-20131007075314Th,3,21504,23651,7,10,0.4777785050399267
20140218230234Lh.jpeg,040303-20140218230234Lh,040301-20140218230234Lh,2,24646,25950,9,6,0.4782049783802735
20111218085014Th.jpeg,050103-20111218085014Th,050102-20111218085014Th,3,33265,42104,14,12,0.47857731392474595
20141105195814Mh.jpeg,020403-20141105195814Mh,020401-20141105195814Mh,2,22254,12114,9,7,0.47940252249149845
20120519070814Th.jpeg,010403-20120519070814Th,010402-20120519070814Th,3,24581,28380,14,20,0.4827122819787788
20210331231510Mh.jpeg,040302-20210331231510Mh,040301-20210331231510Mh,2,3429,6191,1,1,0.4831945729263028
20130719140154Bh.jpeg,050103-20130719140154Bh,050102-20130719140154Bh,3,16940,21755,7,13,0.4834764606655421
20121218063534Lh.jpeg,010403-20121218063534Lh,010401-20121218063534Lh,3,11792,9277,6,7,0.4839414001972109
20131109222434Lh.jpeg,010102-20131109222434Lh,010101-20131109222434Lh,2,19592,28760,11,15,0.4841917858677635
20111222063154Uh.jpeg,010402-20111222063154Uh,010403-20111222063154Uh,3,34652,26767,11,8,0.484411252900232
20141216222634Lh.jpeg,050103-20141216222634Lh,050101-20141216222634Lh,3,29761,38659,10,10,0.4851313219014543
20160315133714Th.jpeg,010301-20160315133714Th,010302-20160315133714Th,2,4938,9070,4,4,0.4851569126378287
20160215133734Ch.jpeg,010403-20160215133734Ch,010401-20160215133734Ch,3,5263,6800,6,7,0.4852253139620783
20160714235434Lh.jpeg,010101-20160714235434Lh,010102-20160714235434Lh,2,18892,12705,9,10,0.48558935539987774
20201227202710Mh.jpeg,010402-20201227202710Mh,010401-20201227202710Mh,3,3333,2468,4,4,0.4859118852459016
20150308081954Uh.jpeg,010402-20150308081954Uh,010403-20150308081954Uh,3,25337,15405,5,8,0.48688004087442066
20150825082034Lh.jpeg,010403-20150825082034Lh,010402-20150825082034Lh,3,25377,40581,8,9,0.4871817997339406
20120729122634Ch.jpeg,010202-20120729122634Ch,010203-20120729122634Ch,3,23978,32799,8,8,0.48798385617317924
20141016195834Ch.jpeg,010402-20141016195834Ch,010403-20141016195834Ch,3,17595,14137,13,11,0.4881583266894902
20161224024154Uh.jpeg,010102-20161224024154Uh,010103-20161224024154Uh,3,4447,3783,4,5,0.488245931283906
20161205133714Th.jpeg,010403-20161205133714Th,010402-20161205133714Th,3,4070,6447,2,3,0.4886058032554848
20150706083014Th.jpeg,020401-20150706083014Th,020403-20150706083014Th,2,41251,42357,19,16,0.4900730707538763
20140312081114Th.jpeg,010102-20140312081114Th,010101-20140312081114Th,2,24135,26517,7,17,0.49108036502796587
20130517063134Lh.jpeg,010403-20130517063134Lh,010401-20130517063134Lh,3,8718,9932,8,7,0.49140343862455016
20130319144654Bh.jpeg,010402-20130319144654Bh,010401-20130319144654Bh,3,13445,10665,8,6,0.4925095951467129
20121113103634Ch.jpeg,010403-20121113103634Ch,010401-20121113103634Ch,3,10133,11184,6,10,0.493414599971977
20160526011254Uh.jpeg,010103-20160526011254Uh,010101-20160526011254Uh,3,26188,17184,10,8,0.49398918397575003
20141004075414Th.jpeg,010202-20141004075414Th,010203-20141004075414Th,2,22979,33754,9,14,0.49427134090130903
20110510063134Lh.jpeg,020403-20110510063134Lh,020401-20110510063134Lh,2,9124,5175,8,7,0.4943045250287386
20141106195854Bh.jpeg,010401-20141106195854Bh,010403-20141106195854Bh,3,15665,20348,7,7,0.4953080883574157
20150731082034Lh.jpeg,050102-20150731082034Lh,050101-20150731082034Lh,3,39075,22500,10,10,0.49544626593806923
20150716162114Mh.jpeg,010203-20150716162114Mh,010202-20150716162114Mh,2,49439,33158,8,5,0.49615983769880084
20170827165310Mh.jpeg,050103-20170827165310Mh,050101-20170827165310Mh,3,3471,2733,2,2,0.4971042471042471
20170103030554Uh.jpeg,010102-20170103030554Uh,010101-20170103030554Uh,3,2505,2624,3,4,0.4975182481751825
20150113105034Ch.jpeg,050101-20150113105034Ch,050102-20150113105034Ch,3,28996,41451,14,15,0.497884374136208
20140413195914Mh.jpeg,010401-20140413195914Mh,010403-20140413195914Mh,2,32181,31403,11,10,0.4980680425973047
20150228082414Th.jpeg,010402-20150228082414Th,010401-20150228082414Th,3,33141,30437,7,10,0.49820906777264584
20120910074014Th.jpeg,010202-20120910074014Th,010201-20120910074014Th,3,6675,8226,5,9,0.49834087481146305
20121027165114Mh.jpeg,050101-20121027165114Mh,050103-20121027165114Mh,3,30191,26502,4,5,0.49846698736586137
20131101222734Lh.jpeg,020403-20131101222734Lh,020401-20131101222734Lh,2,16664,14715,9,7,0.4986627185022447
20160310133734Ch.jpeg,050102-20160310133734Ch,050103-20160310133734Ch,3,49876,29803,7,9,0.49885252069224983
20140710083214Th.jpeg,050103-20140710083214Th,050101-20140710083214Th,3,25396,17118,16,12,0.49892465536085745
20130719140154Bh.jpeg,050103-20130719140154Bh,050101-20130719140154Bh,3,16940,23147,7,10,0.4993080749523133
20150325015554Uh.jpeg,010401-20150325015554Uh,010403-20150325015554Uh,3,26161,34163,11,5,0.49985082048731977
20130903141654Bh.jpeg,010202-20130903141654Bh,010203-20130903141654Bh,2,18194,29272,8,12,0.49995259914678464
20140321195814Mh.jpeg,010101-20140321195814Mh,010102-20140321195814Mh,2,37637,31040,18,13,0.5003167667941015
20141016022554Uh.jpeg,010201-20141016022554Uh,010202-20141016022554Uh,3,14143,9394,9,5,0.5004143558360425
20170827165310Mh.jpeg,050103-20170827165310Mh,050102-20170827165310Mh,3,3471,3498,2,3,0.5016160310277957
20170117175014Mh.jpeg,050101-20170117175014Mh,050102-20170117175014Mh,3,4150,6438,3,4,0.5016309743298822
20150125172714Mh.jpeg,010403-20150125172714Mh,010402-20150125172714Mh,3,6750,11518,3,5,0.5023026315789474
20220721185332Bh.jpeg,010401-20220721185332Bh,010402-20220721185332Bh,3,23021,20601,17,12,0.5025489115458804
20160225173314Mh.jpeg,010403-20160225173314Mh,010401-20160225173314Mh,3,5530,5055,3,5,0.5029106914667045
20150427162314Mh.jpeg,010403-20150427162314Mh,010401-20150427162314Mh,3,23622,31909,8,9,0.5030721342536203
20150806082034Lh.jpeg,010101-20150806082034Lh,010102-20150806082034Lh,2,30136,36467,10,11,0.5035216036841392
20110128174814Mh.jpeg,010402-20110128174814Mh,010401-20110128174814Mh,3,5646,6394,3,3,0.503684276258274
20131027025654Uh.jpeg,010402-20131027025654Uh,010401-20131027025654Uh,3,25991,17399,5,6,0.5051861102438686
20111222063154Uh.jpeg,010402-20111222063154Uh,010401-20111222063154Uh,3,34652,26014,11,10,0.5058455581204855
20161129022454Uh.jpeg,010102-20161129022454Uh,010101-20161129022454Uh,2,18389,26154,10,10,0.5064087388819372
20150427162314Mh.jpeg,010403-20150427162314Mh,010402-20150427162314Mh,3,23622,37491,8,10,0.5069165331031932
20130630070714Th.jpeg,050103-20130630070714Th,050101-20130630070714Th,3,8039,7197,6,5,0.5070227497527201
20141013195834Ch.jpeg,020403-20141013195834Ch,020401-20141013195834Ch,2,18025,14072,11,7,0.5081759233154779
20150308081954Uh.jpeg,010401-20150308081954Uh,010403-20150308081954Uh,3,21058,15405,8,8,0.5082313037723362
20141214201834Ch.jpeg,050101-20141214201834Ch,050103-20141214201834Ch,3,22806,35174,10,12,0.5082854244166385
20150625082034Lh.jpeg,010401-20150625082034Lh,010403-20150625082034Lh,3,10466,11532,4,4,0.5086756738220972
20120816072814Th.jpeg,050101-20120816072814Th,050103-20120816072814Th,3,11923,16992,6,5,0.5089760985283374
20160310133734Ch.jpeg,050102-20160310133734Ch,050101-20160310133734Ch,3,49876,28926,7,8,0.5095879389283731
20220622205632Bh.jpeg,050103-20220622205632Bh,050101-20220622205632Bh,3,15734,14502,8,7,0.5097618215409198
20170609133710Th.jpeg,050103-20170609133710Th,050101-20170609133710Th,3,7724,5812,2,1,0.5100401606425703
20111222063154Uh.jpeg,010403-20111222063154Uh,010401-20111222063154Uh,3,26767,26014,8,10,0.5102291911070417
20120720085114Th.jpeg,050102-20120720085114Th,050103-20120720085114Th,3,11702,7519,6,6,0.5103724658180103
20130923060834Lh.jpeg,020403-20130923060834Lh,020401-20130923060834Lh,2,27339,35118,5,9,0.5117635668296461
20161110151454Bh.jpeg,010203-20161110151454Bh,010202-20161110151454Bh,2,2853,1729,3,1,0.5122112211221123
20160401170314Mh.jpeg,010101-20160401170314Mh,010102-20160401170314Mh,3,15854,16154,6,4,0.5125939227824772
20141214201834Ch.jpeg,050102-20141214201834Ch,050101-20141214201834Ch,3,34634,22806,11,10,0.5126935636784999
20141216222634Lh.jpeg,050102-20141216222634Lh,050103-20141216222634Lh,3,42141,29761,13,10,0.5130892255892255
20171011170310Mh.jpeg,010102-20171011170310Mh,010103-20171011170310Mh,3,1036,615,1,1,0.5132905591200734
20160226173214Mh.jpeg,010101-20160226173214Mh,010102-20160226173214Mh,2,11534,15033,6,7,0.514220575662582
20140205180154Bh.jpeg,010403-20140205180154Bh,010401-20140205180154Bh,3,16045,17263,11,13,0.5165505623093384
20170927143450Bh.jpeg,010403-20170927143450Bh,010402-20170927143450Bh,3,1935,3517,1,3,0.5169727323316639
20131011195414Mh.jpeg,010401-20131011195414Mh,010403-20131011195414Mh,3,9575,6857,5,4,0.517406962785114
20170609133710Th.jpeg,050102-20170609133710Th,050103-20170609133710Th,3,6053,7724,1,2,0.5174578698094504
20131229112414Th.jpeg,050101-20131229112414Th,050103-20131229112414Th,3,6637,8729,9,10,0.5176296296296297
20130517063134Lh.jpeg,010403-20130517063134Lh,010402-20130517063134Lh,3,8718,10902,8,10,0.5179883945841393
20120104063134Lh.jpeg,010401-20120104063134Lh,010403-20120104063134Lh,2,25431,21388,11,9,0.5193081516095535
20110803164914Mh.jpeg,010401-20110803164914Mh,010403-20110803164914Mh,3,6412,9740,8,11,0.5193302605587433
20120917142654Bh.jpeg,010203-20120917142654Bh,010202-20120917142654Bh,3,12073,7751,3,2,0.5195462210639277
20141210201814Mh.jpeg,010102-20141210201814Mh,010101-20141210201814Mh,2,21480,17922,10,9,0.5198457087753134
20160617133654Bh.jpeg,050102-20160617133654Bh,050101-20160617133654Bh,3,14624,9135,7,5,0.5218421726876762
20150531082034Lh.jpeg,010102-20150531082034Lh,010101-20150531082034Lh,2,15331,16913,9,10,0.5218766224571671
20151117172314Mh.jpeg,010103-20151117172314Mh,010101-20151117172314Mh,3,14460,16626,10,6,0.5225547338002645
20140807195854Bh.jpeg,040302-20140807195854Bh,040301-20140807195854Bh,2,25712,15915,20,11,0.5226790547955227
20160628152654Bh.jpeg,020403-20160628152654Bh,020401-20160628152654Bh,2,21807,26997,6,4,0.5230308326051679
20120205172414Mh.jpeg,010402-20120205172414Mh,010401-20120205172414Mh,3,24406,23342,3,5,0.5233051523368958
20111116063134Lh.jpeg,050103-20111116063134Lh,050102-20111116063134Lh,3,29875,45522,11,11,0.5252053242707448
20120802090314Th.jpeg,010402-20120802090314Th,010401-20120802090314Th,3,39431,28618,17,17,0.5254545046963617
20180306081810Th.jpeg,010402-20180306081810Th,010403-20180306081810Th,3,5696,7436,2,3,0.5255576208178439
20131225065154Uh.jpeg,050103-20131225065154Uh,050102-20131225065154Uh,3,8712,12507,6,6,0.5262173631590304
20130305112734Ch.jpeg,050103-20130305112734Ch,050101-20130305112734Ch,3,9983,10147,8,7,0.5274300022763487
20210223222830Ch.jpeg,010402-20210223222830Ch,010403-20210223222830Ch,3,6688,6319,5,3,0.5275396359365825
20110220082634Lh.jpeg,010102-20110220082634Lh,010101-20110220082634Lh,2,5677,3751,5,2,0.5280388978930308
20140406195854Bh.jpeg,010403-20140406195854Bh,010401-20140406195854Bh,3,26622,25854,12,16,0.5284420237089681
20141012015654Uh.jpeg,010202-20141012015654Uh,010201-20141012015654Uh,3,20797,21540,6,13,0.5285771022132361
20130813060834Lh.jpeg,010402-20130813060834Lh,010401-20130813060834Lh,3,40036,24529,10,8,0.5294326661139406
20220122085210Th.jpeg,020403-20220122085210Th,020401-20220122085210Th,2,10931,12801,2,3,0.5308992388078958
20120330063134Lh.jpeg,010102-20120330063134Lh,010101-20120330063134Lh,2,14390,13045,13,10,0.5313127930341595
20110429135554Bh.jpeg,050102-20110429135554Bh,050101-20110429135554Bh,3,23702,14987,6,5,0.5319342704414968
20120910074014Th.jpeg,010203-20120910074014Th,010202-20120910074014Th,3,9484,6675,7,5,0.532530349013657
20141006224634Lh.jpeg,010403-20141006224634Lh,010402-20141006224634Lh,3,18170,24138,8,9,0.5326209020105054
20150421140454Bh.jpeg,050101-20150421140454Bh,050103-20150421140454Bh,3,29814,38085,15,16,0.5335742518351214
20130925143254Bh.jpeg,010402-20130925143254Bh,010401-20130925143254Bh,3,35962,28945,16,11,0.5339730106586629
20130303063154Uh.jpeg,010403-20130303063154Uh,010401-20130303063154Uh,3,2854,2684,1,1,0.5344970906068163
20171029150150Bh.jpeg,010403-20171029150150Bh,010402-20171029150150Bh,3,11134,15603,4,6,0.5363443084525656
20171123222130Lh.jpeg,050102-20171123222130Lh,050103-20171123222130Lh,3,36714,23315,4,7,0.5370375112021508
20150112081954Uh.jpeg,010103-20150112081954Uh,010102-20150112081954Uh,3,26650,40957,8,7,0.5373962478681069
20170117175014Mh.jpeg,050101-20170117175014Mh,050103-20170117175014Mh,3,4150,4665,3,4,0.5381259815041005
20151122172614Mh.jpeg,010102-20151122172614Mh,010103-20151122172614Mh,3,19257,12048,9,8,0.5382536484693626
20150825082034Lh.jpeg,010401-20150825082034Lh,010402-20150825082034Lh,3,28600,40581,9,9,0.5388944500055611
20150216171714Mh.jpeg,050101-20150216171714Mh,050102-20150216171714Mh,3,23585,24836,8,7,0.5391779776852411
20121027165114Mh.jpeg,050103-20121027165114Mh,050102-20121027165114Mh,3,26502,33187,5,6,0.5392093658939117
20110826074214Th.jpeg,050103-20110826074214Th,050101-20110826074214Th,3,11370,10961,8,8,0.539431959189301
20171027223030Lh.jpeg,010102-20171027223030Lh,010101-20171027223030Lh,2,21560,17797,9,9,0.5396080272268513
20141027224834Lh.jpeg,010102-20141027224834Lh,010101-20141027224834Lh,2,56239,35687,11,10,0.5421496753845896
20111116063134Lh.jpeg,050102-20111116063134Lh,050101-20111116063134Lh,3,45522,28884,11,11,0.5427007526279779
20131027025654Uh.jpeg,010402-20131027025654Uh,010403-20131027025654Uh,3,25991,16950,5,5,0.5430306514786734
20180318020350Uh.jpeg,010101-20180318020350Uh,010103-20180318020350Uh,3,1738,1438,2,1,0.543245869776482
20130811140254Bh.jpeg,010101-20130811140254Bh,010102-20130811140254Bh,2,35722,24331,12,7,0.543501169455368
20200110073230Lh.jpeg,010102-20200110073230Lh,010101-20200110073230Lh,3,2732,3578,1,1,0.544297601566324
20121113103634Ch.jpeg,010402-20121113103634Ch,010403-20121113103634Ch,3,11722,10133,8,6,0.5446321294791151
20141012015654Uh.jpeg,010201-20141012015654Uh,010203-20141012015654Uh,3,21540,21947,13,7,0.5446666429865379
20170728150230Ch.jpeg,050102-20170728150230Ch,050101-20170728150230Ch,3,7070,5533,5,5,0.5454322501532802
20150625082034Lh.jpeg,010402-20150625082034Lh,010401-20150625082034Lh,3,10758,10466,3,4,0.5456995120530187
20130218220314Mh.jpeg,050102-20130218220314Mh,050103-20130218220314Mh,3,12177,7995,2,3,0.546458141674333
20160320133714Th.jpeg,010103-20160320133714Th,010101-20160320133714Th,3,8001,8592,5,7,0.5468444112985923
20150113105034Ch.jpeg,050101-20150113105034Ch,050103-20150113105034Ch,3,28996,23054,14,14,0.5468513180183661
20110826074214Th.jpeg,050102-20110826074214Th,050101-20110826074214Th,3,13649,10961,9,8,0.5474094567404426
20110616133454Bh.jpeg,020401-20110616133454Bh,020403-20110616133454Bh,2,9294,12423,5,5,0.5474561778537836
20140509071314Th.jpeg,010402-20140509071314Th,010403-20140509071314Th,3,6277,6551,5,6,0.5487142339731981
20130221063134Lh.jpeg,010403-20130221063134Lh,010402-20130221063134Lh,3,4679,7525,4,4,0.5501079639273466
20170927143450Bh.jpeg,010402-20170927143450Bh,010401-20170927143450Bh,3,3517,2312,3,1,0.5502659574468085
20120917142654Bh.jpeg,010201-20120917142654Bh,010202-20120917142654Bh,3,6311,7751,3,2,0.5512410369553227
20160928143554Bh.jpeg,050202-20160928143554Bh,050201-20160928143554Bh,2,9733,14027,4,4,0.5513188822146775
20141112195854Bh.jpeg,010403-20141112195854Bh,010401-20141112195854Bh,3,14420,14476,12,12,0.5513797916890368
20180318232230Lh.jpeg,020403-20180318232230Lh,020401-20180318232230Lh,2,2614,2413,1,2,0.5525015441630636
20210817165030Mh.jpeg,010403-20210817165030Mh,010401-20210817165030Mh,3,3359,3309,2,2,0.5528644620400559
20160223173514Mh.jpeg,010203-20160223173514Mh,010202-20160223173514Mh,2,15399,9784,6,5,0.5532597298464196
20120217181154Bh.jpeg,020401-20120217181154Bh,020403-20120217181154Bh,2,23494,25132,10,7,0.554440253180743
20121027063134Lh.jpeg,010301-20121027063134Lh,010302-20121027063134Lh,2,20819,31806,5,8,0.5549744408001654
20120810121634Ch.jpeg,050103-20120810121634Ch,050101-20120810121634Ch,2,16297,15299,7,9,0.5552274069698759
20121114172254Bh.jpeg,020403-20121114172254Bh,020401-20121114172254Bh,2,15734,10742,10,10,0.5558559087970852
